	AUG-001	AUG-002	AUG-003	AUG-004	AUG-005	AUG-006	AUG-007	AUG-008	DES-001	DES-005	DES-006	DES-007	DES-010	DES-012	DES-013	DES-014	DES-018	WLT-001	WLT-002	WLT-003	WLT-004	WLT-005	WLT-006	WLT-007	WLT-008	WLT-009	WLT-011	WLT-013	WLT-014	WLT-015	WLT-016	WLT-018	WLT-020	WLT-021	WLT-022	WLT-023	WLT-024	WLT-035	WLT-037
DES-006	0.15640495528544382	0.15813156710738463	0.16184395160584988	0.15724011159078638	0.16839798009465667	0.15788221986214238	0.151594248622752	0.1735709764300595	0.16893354397157	0.15906474182699581	0.0	0.1693657097078109	0.1694830627557571	0.17280375096148234	0.181784835010586	0.15086398808812415	0.17760759315073654	0.1702670962976915	0.14038851901593544	0.14197639631008277	0.1481180564873418	0.15603981725153368	0.21429136541518648	0.18656048791493815	0.16170028371174403	0.1799101480592575	0.1748559532091637	0.18253271485707728	0.15529409279478626	0.16250951470819278	0.16856431492824037	0.16597876233762762	0.17992774915652338	0.1722200136692815	0.164870350554806	0.15404678154165874	0.14495918710843894	0.16951366088056927	0.1512913810293591
DES-007	0.04387598936996279	0.12210348074350556	0.03552190720591689	0.027347152689225395	0.02918840106476645	0.04657574080474225	0.05196252665938877	0.030072254261791845	0.03504148037639147	0.06848671845400821	0.1693657097078109	0.0	0.017813918759762196	0.032402794567334366	0.0397755188283093	0.09247414311716455	0.029182324511685006	0.03936090750154847	0.11248731228779932	0.06550905643841569	0.06534458313261117	0.06853176926496853	0.21643209756213388	0.04315739193694046	0.07919438902192834	0.044599263653453694	0.03278497163396189	0.041254913576285794	0.06232714695299825	0.06716005070516619	0.03506787097016862	0.032028766703402885	0.04879271863610462	0.1730384848931288	0.05132479840009518	0.05628556112573804	0.1429369903265552	0.039117917770762504	0.09213578204455412
DES-010	0.038458471487872646	0.12573718072788798	0.04370553568674434	0.029096640469894686	0.02368954488053161	0.04168192484078211	0.046716411763995956	0.0267126057605919	0.03844872782925258	0.06584009623831	0.1694830627557571	0.017813918759762196	0.0	0.030922641833735828	0.03530981830018644	0.0875530515835368	0.031672576125968195	0.040700769547259194	0.10544147640689933	0.06380587812412432	0.06119897903288026	0.06397641248126275	0.21112733570639614	0.03161298760022548	0.0730142262439111	0.037681624036039835	0.032844443029123066	0.03853559321210246	0.0526004597731922	0.060470411336487784	0.03392191149229591	0.03475084519493404	0.03472380987655585	0.1668737005615683	0.04030904141848579	0.04754570112097118	0.13582328860642723	0.03241599870904685	0.08782444500764913
DES-012	0.04608341445786911	0.11186050225843867	0.04320193400168083	0.02938498421301116	0.025101656924330217	0.05881844820138565	0.058536767804674344	0.04221658974895036	0.05075588946041807	0.08124554169325286	0.17280375096148234	0.032402794567334366	0.030922641833735828	0.0	0.0416893171684918	0.10273731681691646	0.030554857234938455	0.03718440710709918	0.11930994651321093	0.0658952629779754	0.07786559863376026	0.08080814915787679	0.22085590872839975	0.04661907277454375	0.09214606462756449	0.049793795008335674	0.035204396669845824	0.04763357809748667	0.06822249596102531	0.07923604413332375	0.03376608227762053	0.03866690722370188	0.04714952355134172	0.17900665389725123	0.04879950052119817	0.06346107346532566	0.1513062357879065	0.04215508056841846	0.10388407542645384
DES-013	0.04654801127335477	0.13928793180239044	0.04939813296790145	0.05173705472829274	0.03608920416877384	0.06673034387053366	0.07670082097915709	0.027357650566734212	0.04684168473488	0.07596525939591306	0.181784835010586	0.0397755188283093	0.03530981830018644	0.0416893171684918	0.0	0.09645459210964827	0.028885819116552476	0.03763803203357909	0.11364111296390836	0.08151865621263056	0.07243678043842441	0.075756987097332	0.22368657203297715	0.02829387091126031	0.07794239023462167	0.04781257856196653	0.017817767527755424	0.011573727604224987	0.055531939483368806	0.06421000054127535	0.021390584846626443	0.029502127549679444	0.032174299527600723	0.1795770130933565	0.04653261269207366	0.05395272403849005	0.1427643542434572	0.03356471371438665	0.09777510219977571
DES-014	0.06538781575785389	0.1386093396128558	0.10763538336219788	0.090181491269534	0.09712884009391233	0.08151388938040331	0.0781829334611968	0.0879628076014447	0.1046456214741452	0.035147845011740945	0.15086398808812415	0.09247414311716455	0.0875530515835368	0.10273731681691646	0.09645459210964827	0.0	0.09962561985845723	0.10349364840148464	0.03580223542563181	0.05786317423583839	0.04132510577562846	0.04783096549502933	0.1441241338578177	0.0969227851075087	0.04431161669351382	0.08616206925598655	0.09757878856615305	0.0984310518823156	0.051556662866295275	0.049673185702209355	0.09727510422249581	0.09814858915536329	0.08975237666068579	0.09651814112732349	0.07762915287670795	0.049960287692238724	0.06509257610676832	0.10436664303442057	0.01928106676508534
DES-018	0.0444721352504213	0.11471943935979892	0.035503027472019666	0.03817621533246936	0.030578960978594437	0.05882710731372937	0.06857933088566696	0.031865246256287866	0.04273974145295863	0.07572958135047328	0.17760759315073654	0.029182324511685006	0.031672576125968195	0.030554857234938455	0.028885819116552476	0.09962561985845723	0.0	0.026090289692871468	0.11781391304134575	0.06656444464972605	0.07061848844309454	0.07129291907487126	0.2135164661179232	0.037195212115498415	0.08333873945419044	0.04583428907317189	0.028948774960689067	0.03303538856800788	0.06703200677126805	0.07430771287920954	0.024076685450418994	0.03439870235961489	0.04419220095199687	0.17451236313912222	0.05708987388474564	0.06100644527999234	0.1456150743984735	0.042772185828160975	0.09827315982488762
WLT-001	0.05502725883193561	0.10921033127142024	0.020608812139469596	0.04404341937319853	0.03058742238892709	0.06061580513319938	0.06725627554819236	0.03648131401761081	0.047629682392847136	0.08240847074027734	0.1702670962976915	0.03936090750154847	0.040700769547259194	0.03718440710709918	0.03763803203357909	0.10349364840148464	0.026090289692871468	0.0	0.12175821227677212	0.05940311399663436	0.07650239206847086	0.08356715849754726	0.21514267133577658	0.044417088493887646	0.09030977678925654	0.061924280789782835	0.025708019553015445	0.03966529852431596	0.07515768689793559	0.08156130473340405	0.019465418525374464	0.032912676640483786	0.052039952284861524	0.17484031135763733	0.061270668602210414	0.0695077343994227	0.14713989304829264	0.04685949878933547	0.10279994955224953
WLT-002	0.08213982480053961	0.13853555719318436	0.12377222350172817	0.10412947580671128	0.11464539950819695	0.0983779404237551	0.09549367178662381	0.10559300834676894	0.11896304664291493	0.06584916041243127	0.14038851901593544	0.11248731228779932	0.10544147640689933	0.11930994651321093	0.11364111296390836	0.03580223542563181	0.11781391304134575	0.12175821227677212	0.0	0.07729533871477981	0.05796306581610342	0.06498202372171359	0.11662334508710183	0.11279546940677825	0.059152447416182925	0.10177588521033727	0.11440044291713318	0.11518306282500129	0.06706189982890608	0.06624378415239816	0.11502539891555913	0.11518725828417209	0.10376726628840766	0.07299161270263575	0.09308647012215657	0.06684376488419747	0.03942048729536208	0.12015197628164645	0.03625397719785634
WLT-003	0.03946951144364393	0.10453570496252307	0.06436548378189344	0.05580854640152863	0.06958601314989916	0.0612491129214776	0.05496000614425839	0.06594574199322414	0.08604052261998918	0.04012118113778231	0.14197639631008277	0.06550905643841569	0.06380587812412432	0.0658952629779754	0.08151865621263056	0.05786317423583839	0.06656444464972605	0.05940311399663436	0.07729533871477981	0.0	0.03140025924017218	0.033664421991299875	0.17789256781517981	0.08029949461689422	0.04763542281266059	0.06452618509304246	0.06838039462395705	0.08328692650718858	0.04398337595239076	0.04592986562316452	0.06634114032709872	0.06254404428786596	0.0766724017846185	0.1325371264502351	0.06096906844689197	0.0409942023497087	0.10414335928680032	0.08100534403875677	0.05601143039001742
WLT-004	0.03670577678915952	0.12579663886529416	0.08049195497408845	0.0652726869320436	0.07431871482626708	0.05996971517710604	0.05761484843253076	0.057608377225491315	0.08307622165858052	0.028686840380890602	0.1481180564873418	0.06534458313261117	0.06119897903288026	0.07786559863376026	0.07243678043842441	0.04132510577562846	0.07061848844309454	0.07650239206847086	0.05796306581610342	0.03140025924017218	0.0	0.01952856825430804	0.16961780876290355	0.06866164476570066	0.03074349657755918	0.05756381443474498	0.06846681878645462	0.07253625321109577	0.02887599161347309	0.02736272803950593	0.07178748503854797	0.0675737739096385	0.06489038115683278	0.12074585678285567	0.05400545080094383	0.027265331777351718	0.08897829546492479	0.08002078505324753	0.038850602651197816
WLT-005	0.037667793817475946	0.12832090131122517	0.08957821720519145	0.07012483141001098	0.08132069898363753	0.06792654238185311	0.06525853159961044	0.0622325501190245	0.08982090348886922	0.030596836365187896	0.15603981725153368	0.06853176926496853	0.06397641248126275	0.08080814915787679	0.075756987097332	0.04783096549502933	0.07129291907487126	0.08356715849754726	0.06498202372171359	0.033664421991299875	0.01952856825430804	0.0	0.17332156640558324	0.06612654108593685	0.02012949741179844	0.046670682741726005	0.07045135517803672	0.07148506597429535	0.02821285143106227	0.01983904033078752	0.07806417393586695	0.07031050282627306	0.06529716921820472	0.12577593031465592	0.05580409270589705	0.03056652153601893	0.09116106114905913	0.08389514818018282	0.036230414745469626
WLT-006	0.18819785641665635	0.19569324384838774	0.214567787062192	0.20907776300946343	0.21343446775622782	0.1832667688777334	0.18293131768205845	0.2161518010917397	0.20359789325190858	0.1684482425673416	0.21429136541518648	0.21643209756213388	0.21112733570639614	0.22085590872839975	0.22368657203297715	0.1441241338578177	0.2135164661179232	0.21514267133577658	0.11662334508710183	0.17789256781517981	0.16961780876290355	0.17332156640558324	0.0	0.2246034829595452	0.16455458808742324	0.21387912784463048	0.2223952364545399	0.2250944125695227	0.17858928319268425	0.17937388342738605	0.21597042945649386	0.22435089253862833	0.21572121852389295	0.055618524037156454	0.20535392025162666	0.17720451181057661	0.08324739643956483	0.2302109919806033	0.14173159198301882
WLT-007	0.050374750155399654	0.13962978505987844	0.05800862053974456	0.0533184432387987	0.03784159847823988	0.07029092583397464	0.07554474285597036	0.02239386298647176	0.059938012131618604	0.07591042984162423	0.18656048791493815	0.04315739193694046	0.03161298760022548	0.04661907277454375	0.02829387091126031	0.0969227851075087	0.037195212115498415	0.044417088493887646	0.11279546940677825	0.08029949461689422	0.06866164476570066	0.06612654108593685	0.2246034829595452	0.0	0.07177051826354461	0.028028690142405024	0.02601140813100237	0.02629523201998666	0.051419306806011526	0.05684760676441677	0.03699886211950302	0.03305975172451487	0.017596555049015847	0.180201503873761	0.037370925569084786	0.05211435419938587	0.1422251076431292	0.03551388406612345	0.09094862421560852
WLT-008	0.0493742050058742	0.1423419298551854	0.09788018671862626	0.08255335608711385	0.08600097878924697	0.07446662531225616	0.0717289424990929	0.06837108228725358	0.09413576326870529	0.026238427766684624	0.16170028371174403	0.07919438902192834	0.0730142262439111	0.09214606462756449	0.07794239023462167	0.04431161669351382	0.08333873945419044	0.09030977678925654	0.059152447416182925	0.04763542281266059	0.03074349657755918	0.02012949741179844	0.16455458808742324	0.07177051826354461	0.0	0.05504218204710555	0.07646663572307294	0.07374255487118751	0.03061890591763223	0.021993967493007662	0.08239249195913369	0.07754161475579392	0.06762674343208677	0.1218147890882247	0.06062073116573874	0.0318768335489826	0.08413417585754562	0.08695490489904324	0.03367423304381375
WLT-009	0.035600131631846235	0.13263287212691421	0.06851473489804785	0.046447203929296625	0.05391947545044233	0.06011327394414934	0.06936135797590615	0.03352085689940087	0.06945152713367886	0.06674764827391479	0.1799101480592575	0.044599263653453694	0.037681624036039835	0.049793795008335674	0.04781257856196653	0.08616206925598655	0.04583428907317189	0.061924280789782835	0.10177588521033727	0.06452618509304246	0.05756381443474498	0.046670682741726005	0.21387912784463048	0.028028690142405024	0.05504218204710555	0.0	0.045596679373083926	0.04360467705783426	0.04258191283384412	0.039273264461513406	0.056343011000016485	0.0418909383935689	0.027788286347477067	0.1680213500595731	0.030786670128124652	0.04480692396873281	0.13063173140506565	0.04987695478869162	0.07847288320835259
WLT-011	0.04324210232015441	0.12665511314352787	0.0374642221749593	0.04411898083157991	0.031898597958085334	0.06522528034020905	0.0724068241198499	0.018835940950556337	0.049364814989380085	0.07457337966766164	0.1748559532091637	0.03278497163396189	0.032844443029123066	0.035204396669845824	0.017817767527755424	0.09757878856615305	0.028948774960689067	0.025708019553015445	0.11440044291713318	0.06838039462395705	0.06846681878645462	0.07045135517803672	0.2223952364545399	0.02601140813100237	0.07646663572307294	0.045596679373083926	0.0	0.0192417173628672	0.058707192840685214	0.06597422212289968	0.01854909030332385	0.01979717669377305	0.035961003855090004	0.17857411293436395	0.04667670384554415	0.05522473555936702	0.14198096312702982	0.035793019772056	0.09350610472000957
WLT-013	0.04652078039842503	0.1404132853147314	0.05280564976541792	0.053957166187070055	0.041813607959187114	0.07066476670179969	0.08167939936992567	0.02620085716256438	0.052615161760190696	0.07614904257761454	0.18253271485707728	0.041254913576285794	0.03853559321210246	0.04763357809748667	0.011573727604224987	0.0984310518823156	0.03303538856800788	0.03966529852431596	0.11518306282500129	0.08328692650718858	0.07253625321109577	0.07148506597429535	0.2250944125695227	0.02629523201998666	0.07374255487118751	0.04360467705783426	0.0192417173628672	0.0	0.053702698945878743	0.06000209893714308	0.02583601009020703	0.03098471765562753	0.034029289020276465	0.18120111090870955	0.04942261332025374	0.054498724836943985	0.1432953880018726	0.03909217338178611	0.09467157734012235
WLT-014	0.03370291318114082	0.13995955921975897	0.08360551601853654	0.06298654108343299	0.06485440163300288	0.05936440537258051	0.05403833751003726	0.04871220212553342	0.08025558011948086	0.03289879612234278	0.15529409279478626	0.06232714695299825	0.0526004597731922	0.06822249596102531	0.055531939483368806	0.051556662866295275	0.06703200677126805	0.07515768689793559	0.06706189982890608	0.04398337595239076	0.02887599161347309	0.02821285143106227	0.17858928319268425	0.051419306806011526	0.03061890591763223	0.04258191283384412	0.058707192840685214	0.053702698945878743	0.0	0.014661432415409412	0.06516312369009618	0.05691874302437623	0.04287057376960249	0.13374227252964838	0.032004043006675816	0.007756694654754444	0.09845649485684074	0.06261565317883583	0.049647618653913206
WLT-015	0.040662263379519045	0.14308159869051873	0.08887897816813167	0.06957588092790515	0.07287433855010933	0.06332231774198892	0.059332564508726	0.05463178096037105	0.08617848228421841	0.030916571355730664	0.16250951470819278	0.06716005070516619	0.060470411336487784	0.07923604413332375	0.06421000054127535	0.049673185702209355	0.07430771287920954	0.08156130473340405	0.06624378415239816	0.04592986562316452	0.02736272803950593	0.01983904033078752	0.17937388342738605	0.05684760676441677	0.021993967493007662	0.039273264461513406	0.06597422212289968	0.06000209893714308	0.014661432415409412	0.0	0.07295738332242989	0.06548633199332189	0.05225500532121995	0.1322409639463533	0.04326942237505112	0.019838123857521678	0.09677886875928751	0.0706430500547232	0.04535124840611975
WLT-016	0.048800210251710566	0.12002004344449305	0.032217892399161896	0.0380854691608314	0.02571725478692875	0.06089884536654704	0.06859909738624123	0.031154409424732153	0.0426173756696618	0.07590871666086962	0.16856431492824037	0.03506787097016862	0.03392191149229591	0.03376608227762053	0.021390584846626443	0.09727510422249581	0.024076685450418994	0.019465418525374464	0.11502539891555913	0.06634114032709872	0.07178748503854797	0.07806417393586695	0.21597042945649386	0.03699886211950302	0.08239249195913369	0.056343011000016485	0.01854909030332385	0.02583601009020703	0.06516312369009618	0.07295738332242989	0.0	0.030472484464986568	0.041729894125230045	0.17200570855406463	0.052022113849889966	0.05903454406864466	0.14326455876251215	0.0368645023872529	0.09864380135754114
WLT-018	0.04630662780121618	0.11681225127291946	0.03650957009673483	0.041267026578461576	0.0380292997957217	0.0679561673772517	0.07548663424848175	0.01834472723878396	0.052536295581409556	0.07483861876406625	0.16597876233762762	0.032028766703402885	0.03475084519493404	0.03866690722370188	0.029502127549679444	0.09814858915536329	0.03439870235961489	0.032912676640483786	0.11518725828417209	0.06254404428786596	0.0675737739096385	0.07031050282627306	0.22435089253862833	0.03305975172451487	0.07754161475579392	0.0418909383935689	0.01979717669377305	0.03098471765562753	0.05691874302437623	0.06548633199332189	0.030472484464986568	0.0	0.03834256884138188	0.18024133249900767	0.0442229091750012	0.054337395778914464	0.14400927560767243	0.03038054550095546	0.0947252551906292
WLT-020	0.044550122027774676	0.14450946485078614	0.06364656592569198	0.057635831993629816	0.03508486102820008	0.06563134318394252	0.06911308097236878	0.02936196850718639	0.06137826686238396	0.07102361530786887	0.17992774915652338	0.04879271863610462	0.03472380987655585	0.04714952355134172	0.032174299527600723	0.08975237666068579	0.04419220095199687	0.052039952284861524	0.10376726628840766	0.0766724017846185	0.06489038115683278	0.06529716921820472	0.21572121852389295	0.017596555049015847	0.06762674343208677	0.027788286347477067	0.035961003855090004	0.034029289020276465	0.04287057376960249	0.05225500532121995	0.041729894125230045	0.03834256884138188	0.0	0.17161165848427234	0.02367579498213227	0.0441424420982544	0.13363251758185993	0.03077234348647833	0.08789529197048633
WLT-021	0.14519378149316736	0.16000166472448935	0.1744747693854073	0.16532992418687398	0.1742141098315824	0.1448239957877013	0.14611230428572689	0.1717975188487675	0.16372225803036253	0.12600258166546144	0.1722200136692815	0.1730384848931288	0.1668737005615683	0.17900665389725123	0.1795770130933565	0.09651814112732349	0.17451236313912222	0.17484031135763733	0.07299161270263575	0.1325371264502351	0.12074585678285567	0.12577593031465592	0.055618524037156454	0.180201503873761	0.1218147890882247	0.1680213500595731	0.17857411293436395	0.18120111090870955	0.13374227252964838	0.1322409639463533	0.17200570855406463	0.18024133249900767	0.17161165848427234	0.0	0.1583907529350973	0.13345120477465758	0.04069081785586261	0.18610143304098262	0.09434772561619245
WLT-022	0.03713954030379302	0.13729800299352213	0.07017068444770586	0.05444529665100625	0.04588380193395807	0.058746454919523565	0.05623221772358737	0.03780012762995493	0.07120843807253209	0.0610367271063558	0.164870350554806	0.05132479840009518	0.04030904141848579	0.04879950052119817	0.04653261269207366	0.07762915287670795	0.05708987388474564	0.061270668602210414	0.09308647012215657	0.06096906844689197	0.05400545080094383	0.05580409270589705	0.20535392025162666	0.037370925569084786	0.06062073116573874	0.030786670128124652	0.04667670384554415	0.04942261332025374	0.032004043006675816	0.04326942237505112	0.052022113849889966	0.0442229091750012	0.02367579498213227	0.1583907529350973	0.0	0.03217419985901763	0.12588132434381968	0.04141303787120936	0.07964989762737104
WLT-023	0.030391023166318958	0.13533557198822124	0.07696204720410973	0.05642041314417562	0.06002112468013776	0.05401323721994517	0.0503592347600174	0.04563131339776633	0.07483232642854933	0.030371772513412346	0.15404678154165874	0.05628556112573804	0.04754570112097118	0.06346107346532566	0.05395272403849005	0.049960287692238724	0.06100644527999234	0.0695077343994227	0.06684376488419747	0.0409942023497087	0.027265331777351718	0.03056652153601893	0.17720451181057661	0.05211435419938587	0.0318768335489826	0.04480692396873281	0.05522473555936702	0.054498724836943985	0.007756694654754444	0.019838123857521678	0.05903454406864466	0.054337395778914464	0.0441424420982544	0.13345120477465758	0.03217419985901763	0.0	0.09867136659642874	0.060968073833432425	0.05192858376868332
WLT-024	0.10639882934900627	0.1391204219528202	0.14640585603735204	0.13605358604076964	0.1461315112524301	0.12156540348196025	0.11934899184053616	0.1353721813050325	0.14123454143840936	0.09281265016916275	0.14495918710843894	0.1429369903265552	0.13582328860642723	0.1513062357879065	0.1427643542434572	0.06509257610676832	0.1456150743984735	0.14713989304829264	0.03942048729536208	0.10414335928680032	0.08897829546492479	0.09116106114905913	0.08324739643956483	0.1422251076431292	0.08413417585754562	0.13063173140506565	0.14198096312702982	0.1432953880018726	0.09845649485684074	0.09677886875928751	0.14326455876251215	0.14400927560767243	0.13363251758185993	0.04069081785586261	0.12588132434381968	0.09867136659642874	0.0	0.1517768689078788	0.06065781773846788
WLT-035	0.0606874644448005	0.13712569015369433	0.049682203261957436	0.049463639295054845	0.030677124154071544	0.07041906192676547	0.07179146628715302	0.03299380864943465	0.05283729677492688	0.0839628993735317	0.16951366088056927	0.039117917770762504	0.03241599870904685	0.04215508056841846	0.03356471371438665	0.10436664303442057	0.042772185828160975	0.04685949878933547	0.12015197628164645	0.08100534403875677	0.08002078505324753	0.08389514818018282	0.2302109919806033	0.03551388406612345	0.08695490489904324	0.04987695478869162	0.035793019772056	0.03909217338178611	0.06261565317883583	0.0706430500547232	0.0368645023872529	0.03038054550095546	0.03077234348647833	0.18610143304098262	0.04141303787120936	0.060968073833432425	0.1517768689078788	0.0	0.1064271885727163
