	AUG-001	AUG-002	AUG-003	AUG-004	AUG-005	AUG-006	AUG-007	AUG-008	DES-001	DES-005	DES-006	DES-007	DES-008	DES-009	DES-010	DES-011	DES-012	DES-013	DES-014	DES-018	WLT-001	WLT-002	WLT-003	WLT-004	WLT-005	WLT-006	WLT-007	WLT-008	WLT-009	WLT-010	WLT-011	WLT-013	WLT-014	WLT-015	WLT-016	WLT-018	WLT-020	WLT-021	WLT-022	WLT-023	WLT-024	WLT-025	WLT-027	WLT-028	WLT-029	WLT-030	WLT-031	WLT-032	WLT-033	WLT-034	WLT-035	WLT-036	WLT-037
WLT-003	0.09219769688097515	0.16631606983029795	0.32345034356516067	0.23540092037452126	0.14230664611024774	0.18569411953645446	0.1792285978668812	0.22011667206684804	0.28780437170560313	0.2607963636100625	0.3104988582323435	0.1591980488420877	0.2429396789125518	0.22580742992791866	0.3192278658445446	0.2811172188715979	0.29228759745113453	0.324859559283538	0.17110035285706807	0.21396800644007657	0.2773182847729478	0.17789575900908028	0.0	0.1251105932063317	0.14563940978571918	0.21819971234788652	0.2819390850377409	0.19165024709107126	0.22373852620461765	0.27204331470858434	0.17190196045268305	0.17299068437218706	0.1895096676458049	0.11837385552060105	0.27005156413117753	0.2809039733070028	0.15739698181785408	0.15623276306613817	0.1598641962350082	0.10608478386010482	0.1919311083060947	0.1979171377534832	0.3144643511376464	0.26838329139117484	0.3105588036203695	0.2953973579318856	0.36400842927066224	0.19384934155397024	0.2568986820134013	0.33644932982870385	0.3443411490819397	0.1843940483062155	0.0910838973153179
WLT-004	0.12538412295286927	0.18557643437952934	0.3339084913316114	0.2549840449113745	0.16220915132123065	0.2652324689099096	0.261909963213544	0.22378358053262845	0.3280135923419321	0.2846998202956823	0.3398674226835311	0.1761187128227912	0.2680911917380655	0.28441580888727763	0.32749214525165743	0.3662370213257267	0.3207292760304724	0.33036184044421335	0.1997018314799329	0.29926758051617436	0.3103258181112611	0.10278776820442845	0.1251105932063317	0.0	0.056466991921774186	0.25089650945785474	0.2785962217440833	0.20050603731454822	0.18840210456681417	0.3080801898802203	0.26151771789321604	0.2511992381185652	0.14551842910309745	0.07624963197961977	0.28159260529114966	0.29525379949714375	0.1354581413788533	0.05793396803116827	0.14761712332865606	0.09887891503825223	0.21397214327991085	0.22756727850170905	0.33520765187653906	0.2756979068489388	0.3254018404598135	0.3014998568743026	0.3328102801085627	0.22361719111827147	0.27916244079607444	0.3684577476566191	0.37094818388160933	0.24712207167249045	0.09155316389563065
WLT-005	0.14091454737748046	0.19812997248261704	0.3322368385190181	0.24295712062936828	0.15186885220267482	0.27044835719946153	0.2767288940867621	0.19889055017959123	0.3445375438733947	0.2824464614819502	0.34818360456717373	0.17152634162761984	0.28188719082942687	0.30138701321591804	0.3035839561204902	0.38122522195340547	0.3182517378683786	0.32782344845796596	0.19512668930465363	0.3120992776713519	0.3136864853121625	0.12564690506416426	0.14563940978571918	0.056466991921774186	0.0	0.2755613766160462	0.25514156685216605	0.1920202517667991	0.16164629702762792	0.3243761149704195	0.27959833460693473	0.2661680125902419	0.10919561034740985	0.09090441450129373	0.28511715260913395	0.2968887819520975	0.15497695548525572	0.08345117855303377	0.16644190457979519	0.12389338286576183	0.21113394185749365	0.24801854285761882	0.3390042238512332	0.28167359944029186	0.3312246176296919	0.3104705848221725	0.3536900586066805	0.24935922036004562	0.2836099372840384	0.37200115249211113	0.37877377995873707	0.26098793472477694	0.11101747529265403
WLT-006	0.20566910691340556	0.3476629545441414	0.49867053381988224	0.39885267252696227	0.30892354787916293	0.297643295835121	0.1683591470045485	0.3748697160614436	0.3473977262963978	0.38903499392698393	0.42104370027060417	0.3305038583858593	0.3385235167256413	0.32864758778164	0.4496966363962666	0.30681929318509255	0.4597893147263199	0.47144577775229474	0.27503155428449816	0.21934005568633103	0.44425653800155324	0.25946875631822425	0.21819971234788652	0.25089650945785474	0.2755613766160462	0.0	0.4427150832146534	0.3215816544566168	0.390037218393742	0.07714592073928708	0.26249540325854476	0.10626282854196688	0.34787538813387764	0.24867812336840464	0.4477688075989426	0.4606907593975103	0.2710502072474302	0.25232565253196787	0.2569757883654689	0.19731922777917957	0.17772819483024838	0.27977050335590264	0.4277705133524472	0.3649511647718436	0.417181592423344	0.40400660031213326	0.394072323674771	0.28662804499932126	0.37134630205400676	0.452599527790045	0.4243325376786068	0.07023065031069067	0.2092769740064383
WLT-007	0.3193428105501023	0.22625438982935667	0.22711135469876154	0.19531715490190824	0.20314130472310654	0.3457583312247614	0.3369882497203863	0.10759601780776346	0.4313526524852782	0.3212321735712655	0.3816370116774957	0.2045815026653533	0.39561309078788426	0.3799862267121186	0.2028051712232025	0.46451823550749466	0.26260991206311396	0.2612944367632962	0.3482571929784056	0.3863182578486872	0.238739752833108	0.3617387771295756	0.2819390850377409	0.2785962217440833	0.25514156685216605	0.4427150832146534	0.0	0.3501348269475109	0.12692337011413715	0.49030665730146317	0.302095442776159	0.3794883384023479	0.2768203580875656	0.24431304363050046	0.2282624729082948	0.23416928348997848	0.3248319617769717	0.3185328032467224	0.3394341942288812	0.33391241083096934	0.41732142333001765	0.35910233857799095	0.3087605943299757	0.3221800103761005	0.3006646393410536	0.28612786718174293	0.4206202921995045	0.3482794521232702	0.3237227393359108	0.36575304650927976	0.43206407905886607	0.4125670761924222	0.30942221997429664
WLT-008	0.18217037891645163	0.25183597208257374	0.39531169745531564	0.32005110077469945	0.23415989820900657	0.27609557584031974	0.27223148488719373	0.3166812532522994	0.3717722788839738	0.3619486717051066	0.4202825095074729	0.24616558338278846	0.34118118784317286	0.32109786647500954	0.398238152422066	0.3661989797755831	0.37384754711716306	0.38466867186972276	0.10184509973946458	0.3064913032210292	0.37452667207538126	0.1312405764741862	0.19165024709107126	0.20050603731454822	0.1920202517667991	0.3215816544566168	0.3501348269475109	0.0	0.27062006964804086	0.36147019061239	0.2759244240270051	0.2812051917680974	0.1075709213192358	0.23396509697789242	0.347096678671749	0.35702427595248815	0.281544353149564	0.19951699986990626	0.2784059241457576	0.1785035924432924	0.1900330428312882	0.2853103357250477	0.40749498557167957	0.35580377633892446	0.4033123085420112	0.384098038154931	0.4699372004920759	0.2777342881892585	0.35210502164217505	0.42862986399811126	0.4505358140198874	0.29215583996794614	0.1788601753684228
WLT-009	0.2290158514362488	0.21574020107780098	0.2508788229126594	0.1955000325069187	0.18221069155728448	0.34188882017231115	0.32804398665250595	0.08116148218242845	0.41944672373443104	0.3159571192877248	0.35302492630653926	0.1768378348387039	0.3573678391958886	0.3689638635054792	0.22555298669022084	0.4515994821651535	0.2605825716495511	0.2628091732889107	0.2796673699704177	0.3774418055224207	0.2399206161986563	0.2695599203816784	0.22373852620461765	0.18840210456681417	0.16164629702762792	0.390037218393742	0.12692337011413715	0.27062006964804086	0.0	0.4361703550765395	0.2973861827849369	0.33374256591350293	0.18296043441387655	0.1714419570430267	0.20785713799806152	0.22377420567581566	0.26144814825510515	0.22565362968929845	0.280955248144401	0.2378981213954049	0.31814597042211784	0.32786770140939925	0.29946887116935084	0.30335125700099	0.2870525580511737	0.2731190354819431	0.38700565924429225	0.3262284192592942	0.3087036310800517	0.35901425006192283	0.4014150306102125	0.36196331861797015	0.2189285665322937
WLT-010	0.24969984459923725	0.3999256676655078	0.546520030904765	0.4484969536036803	0.35419530083908524	0.3472963527951737	0.2068664111484626	0.4231273513736941	0.3791656098218608	0.4238515612826388	0.4576786228524181	0.37731071127432414	0.390808208178067	0.3731464835764314	0.4994329343908053	0.33523930192106693	0.5091327475439773	0.5184279021530104	0.30899209421475515	0.2605617822818224	0.5003137435153787	0.3117764146007509	0.27204331470858434	0.3080801898802203	0.3243761149704195	0.07714592073928708	0.49030665730146317	0.36147019061239	0.4361703550765395	0.0	0.3044124103720498	0.1409950272032396	0.3879999388608853	0.2991346214842849	0.49885613134462337	0.5123614202825697	0.3254955121525838	0.3063177539164244	0.3078510486078524	0.2421266408759392	0.18909671363381578	0.32602631185380454	0.4637509982200185	0.41039403385325557	0.45422810318328793	0.43945181960027996	0.4379259815727903	0.34244794835142056	0.41430350113183434	0.48768935688128434	0.4560049893728566	0.12168673641441713	0.2603955623693954
WLT-011	0.17325864591975323	0.16236117067762545	0.3508239820919268	0.25382899606897485	0.18939634826455998	0.1879083434264475	0.1377930595626287	0.2679446122870115	0.27099695395263895	0.2814033376687357	0.3327035089565545	0.20292983672278508	0.2707518158905834	0.21963839008783845	0.28444875336081754	0.25098997803150874	0.2527311539171383	0.3088376631953625	0.21331110978989307	0.14382396513538306	0.2542389659918039	0.30578104877343565	0.17190196045268305	0.26151771789321604	0.27959833460693473	0.26249540325854476	0.302095442776159	0.2759244240270051	0.2973861827849369	0.3044124103720498	0.0	0.17405401634568576	0.2874624235197865	0.21901285522826705	0.25665332027583415	0.2598868009268028	0.22566453498096548	0.28141324584598887	0.22518181208155424	0.20998267713454008	0.24781053815824014	0.26941773974311656	0.3152565513992177	0.30837986056439065	0.3205898036954456	0.32846676994401963	0.42112158698892627	0.2472543886432204	0.27647037069797065	0.3174427842611981	0.35092451304913497	0.21516399888822554	0.21767528813004133
WLT-013	0.1545941424924845	0.2795332951647804	0.4423789146158021	0.32804322362107874	0.23194318101253159	0.251891954753733	0.0875303501326508	0.3063927193527122	0.2979582552454628	0.3304541948936655	0.37671991522230164	0.2571697705141351	0.2963440895476838	0.27728863967210704	0.37910457879210885	0.27748245442632036	0.3896875540784941	0.4196406717599541	0.21721341701686656	0.15271407859858707	0.38567565981041235	0.28206376213334244	0.17299068437218706	0.2511992381185652	0.2661680125902419	0.10626282854196688	0.3794883384023479	0.2812051917680974	0.33374256591350293	0.1409950272032396	0.17405401634568576	0.0	0.2809143926153558	0.2301634485105527	0.3844913869103308	0.3955929570445028	0.2513204074289303	0.26073517612571756	0.23562901314860998	0.17745036733555478	0.17118593256666323	0.2608474129277141	0.3903858231222495	0.3363314615325366	0.38423031806323493	0.3731752835315187	0.4038322467115569	0.2570459097029207	0.3301972688306332	0.39914683350134655	0.37512132319606073	0.0787264592293903	0.19813938550403343
WLT-014	0.17681985446241735	0.2074365521907234	0.34662291675425183	0.2570397640026649	0.16547524336432132	0.29648572570740145	0.2865831696194032	0.22720998536727763	0.36950454130491717	0.3122733146782462	0.3852913144336313	0.18473303328047472	0.3116689317405561	0.3251005297138213	0.33154638788682184	0.4046154755570648	0.3266663028676723	0.3426095137767269	0.12659831933755133	0.32705191151717095	0.3244177503940699	0.12295016205503562	0.1895096676458049	0.14551842910309745	0.10919561034740985	0.34787538813387764	0.2768203580875656	0.1075709213192358	0.18296043441387655	0.3879999388608853	0.2874624235197865	0.2809143926153558	0.0	0.1668804185787074	0.29910309210809455	0.3051326518287499	0.2256192334686531	0.16268737360377866	0.2312814223706572	0.18013638114480507	0.20792882572342433	0.2823654146208845	0.36480089786640457	0.3142346331385294	0.3600949716825968	0.3418584318487183	0.42818340952142503	0.28127005286283624	0.3094442144888033	0.39658350425717454	0.41436216829766154	0.3155698135802983	0.1809956487528108
WLT-015	0.14497918605304524	0.15543075184015964	0.29876735471276344	0.22718980492001678	0.12814396851996204	0.26546587139461164	0.24258283406713557	0.17980960955765277	0.3211976393640666	0.26818725835422697	0.32637780143502665	0.14060912919967344	0.2630561601566732	0.2770526905346261	0.2874368451699017	0.36024553033810175	0.28589169267335196	0.3131063522939993	0.22500977576021336	0.29065347777111555	0.27539027375045355	0.15497437703124317	0.11837385552060105	0.07624963197961977	0.09090441450129373	0.24867812336840464	0.24431304363050046	0.23396509697789242	0.1714419570430267	0.2991346214842849	0.21901285522826705	0.2301634485105527	0.1668804185787074	0.0	0.24988419919624186	0.2636083886108381	0.1253461134106218	0.10956056251083073	0.1396326319154878	0.12378704676708993	0.24384741901106102	0.22723074266139276	0.30786564398053295	0.26261629963236566	0.30089499386112517	0.2783247923621992	0.33636360975359625	0.2234830266052117	0.2615975782347223	0.3460282192012922	0.3594415150919055	0.24189258168533592	0.11731494173495907
